profile,job_title,experience,salary,location,job_description,tech_stack
DO,Lead Engineer - DevOps,,Not disclosed ,,"Employment Type : Full Time, PermanentProficient in any backend language - Go, Java etc...","['Aws Devops', 'GCP', 'Grafana/ Prometheus/ Victoria Metrics', 'Gitlab', 'Kubernetes', 'Docker', 'Software Configuration Management', 'Ci/Cd']"
DO,Application Developer: DevOps,,Not disclosed ,,"Your Role and ResponsibilitiesAs Consultant, you are responsible to develop design of a...","['DevOps', 'Unix', 'Automation', 'Tomcat', 'Shell', 'Linux', 'Coding', 'Powershell']"
DO,AWS DevOps Consultant,,Not disclosed ,,Bachelor of Engineering Should have experience with either ElasticsearchShould have exp...,"['AWS DevOps', 'GIT', 'Scalability', 'ECS', 'devops', 'Chef', 'Automation tools', 'Cloud']"
DO,Senior AWS Devops Engineer || 5-10 years ||Bangalore ||,,Not disclosed ,,Must know Kubernetes and EKS . At least 5 years experience working with AWS cloud serv...,"['Aws Cloudformation', 'Aws Lambda', 'Aws Certified', 'Amazon Aws Cloud', 'Devops Tools', 'Eks', 'ECS', 'Agile']"
DO,AWS DevOps Engineer,,Not disclosed ,,REQUIRED TECHNICAL SKILLS . o Motivated problem solvero Language - Python PreferredWe a...,"['kubernetes', 'jenkins', 'aws', 'python', 'github', 'devops', 'docker', 'AWS Devops']"
DO,DevOps Engineer (AWS) || Remote,,Not disclosed ,,"Bachelors degree in computer science, Information Technology, or related fieldExperienc...","['Devops', 'Jenkins', 'ECS', 'Terraform', 'Docker', 'AWS API gateway', 'AWS network', 'EKS']"
DO,Devops Engineer,,Not disclosed ,,Bachelor s degree or equivalent experience . . Work with other Cloud Infrastructure En...,"['Change management', 'Automation', 'IIS', 'Linux', 'Infrastructure management', 'DNS', 'Packaging', 'Windows']"
DO,Devops Engineer (Azure),,Not disclosed ,,"Position summary: A Senior DevOps Engineer will be responsible for building, configurin...","['Azure', 'Docker', 'Azure Devops', 'Kubernetes', 'GIT', 'Containerization', 'Linux', 'Build']"
DO,Azure DevOps Engineer - Hyderabad/Secunderabad,,Not disclosed ,,"Roles and ResponsibilitiesMandatory Skills: Azure DevOps, Power shell, GitHub , CI/CDOn...","['Azure DevOps', 'DevOps', 'Azure', 'GitHub', 'Power shell', 'CI/CD', 'Powershell', 'Microsoft Azure']"
DO,Devops Engineer,,Not disclosed ,,Experience in Azure Devops,"['Aws Devops', 'Devops', 'Gcp Cloud', 'AWS', 'GCP', 'Cloud']"
DO,DevOps Build and Release Engineer,,Not disclosed ,,DevOps -Build & Release Engineer Linux with RHEL certification Java/Springboot/Microse...,"['Azure', 'Linux', 'CI/CD', 'Java', 'Shell', 'Microsoft Azure', 'Cd', 'Cd']"
DO,Devops Engineer,,Not disclosed ,,"1. Java [Spring Boot/ Core Java], Python[Core, any Python Framework], Data Structures ...","['Prometheus', 'Devops', 'Kafka', 'Zabbix']"
DO,Devops Developer,5-9 Yrs ,7-12 Lacs PA ,,Should be able to work independently and must be a fast learnerEmployee should be follo...,"['On-Prem', 'SQL Server', 'Bug Life Cycle', 'Devops Ci Cd', 'Onpremise', 'Devops Tools', 'QC development', 'Ci/Cd']"
DO,Aws Devops Engineer,,Not disclosed ,,"Bachelors Degree in Computer Science, Information Technology, Engineering or related fi...","['Aws Devops', 'Aws Certified', 'Deployment', 'Aws', 'Aws Rds Oracle', 'Amazon Ec2', 'Aws Lambda', 'devops']"
DO,Devops Engineer,,2-3 Lacs PA ,,Criteria- must having knowledge in engineering backgroung,"['Devops Tools', 'Devops', 'AI devops', 'Artificial Intelligence', 'Tools']"
DO,Principal Engineer DevOps/SRE,,Not disclosed ,,"As the Principal DevOps/SRE, you will play a critical role in establishing and drivin...","['Computer science', 'Production management', 'Automation', 'Monitoring tools', 'Linux', 'devops', 'Debugging', 'Continuous improvement']"
DO,DevOps Engineer,,Not disclosed ,,"About the role: As the Senior DevOps/SRE, you will play a critical role in maintai...","['Computer science', 'Production management', 'Automation', 'Monitoring tools', 'Linux', 'devops', 'Debugging', 'Continuous improvement']"
DO,Azure DevOps Engineer - PowerShell,,Not disclosed ,,"Summary: Application Development Engineering is responsible for developing, managing a...","['DevOps', 'Powershell', 'Jenkins', 'DevOps Engineer', 'TensorFlow', 'Microsoft Azure', 'Azure Devops']"
DO,Urgent Opening For Azure Devops Engineer@Noida/Bangalore/Pune/Mumbai-,,Not disclosed ,,Preferred location - . Ok for Hybrid mode- We are having Immediate requirement for Azu...,"['Administration', 'Azure Data Factory', 'Azure', 'ADF', 'CI/CD', 'Infrastructure', 'Azure Networking', 'Cloud Infra']"
DO,Lead Azure Engineer - Kubernetes/DevOps,,Not disclosed ,,#NAME?,"['DevOps', 'Azure', 'Bash Scripting', 'Terraform', 'ARM', 'Machine Learning', 'YAML', 'Kubernetes']"
DO,AWS DevOps Lead,,Not disclosed ,,"Excellent leadership, communication, and problem-solving skills. . Good understanding o...","['Jenkins', 'Ci/Cd', 'AWS', 'Cd', 'Continuous Integration', 'Cd', 'AWS Devops', 'Devops']"
DO,Cloud Devops Engineer,,Not disclosed ,,"we are At Publicis Groupe, cloud computing continues to allow us to modernize and conso...","['perl', 'Kubernetes', 'Python', 'GKE', 'PowerShell', 'Mongo', 'Chef', 'AKS']"
DO,Opening For AWS Devops Engineer For Delhi-NCR Location,,Not disclosed ,,"Certified AWS SysOps Administrator a plusExperience with DynamoDB, S3 and Cognito . Goo...","['aws', 'Devops', 'Aws Devops']"
DO,DevOps Engineer - AWS,5-9 Yrs ,"50,000-60,000 PA ",,"Proven leadership skills, with the ability to lead and inspire cross-functional teams. ...","['kubernetes', 'continuous integration', 'aws iam', 'technical', 'glue', 'ci/cd', 'dms', 'bitbucket']"
DO,Microsoft Azure DevOps Application Lead,,Not disclosed ,,"Work Experience : 6-8 years Professional Attributes : Good Communication skills, leader...","['continuous integration', 'microsoft azure', 'Version control', 'GIT', 'Release management', 'linux system administration', 'kubernetes', 'CI']"
DO,AWS DevOps and Kafka Developer,,Not disclosed ,,"Applications, Master Of Science, Master Of Technology, Master Of Engineering, Bachelor ...","['DevOps', 'Engineering services', 'AWS DevOps', 'Solution design', 'Team management', 'Software configuration management', 'Cloud', '.Net']"
DO,AWS / DevOps & Kafka Developer,,Not disclosed ,,"Applications, Master Of Science, Master Of Technology, Master Of Engineering, Bachelor ...","['DevOps', 'AWS DevOps', 'Project management', 'Cloud', 'Kafka', 'agile methodologies', 'AWS IAAS', 'AWS']"
DO,DevOps Consultant,,Not disclosed ,,"Technical and Professional Requirements: Primary skills:AWS DevOps, Devops, Devops->Azu...","['AWS DevOps', 'Solution design', 'Team management', 'Management systems', 'Software configuration management', 'Application development', 'Technology solutions', 'digital transformation']"
DO,Senior Devops Engineer,,Not disclosed ,,"AWS: Working experience and a good understanding of the AWS environment, including VPC,...","['Terraform', 'Kubernates', 'AWS', 'Java', 'Aws Devops', 'Linux', 'Ansible', 'Devops Tools']"
DO,Senior DevOps Engineer,,Not disclosed ,,Required Experience . At least 6 years of professional experience in Software Delivery ...,"['HVAC', 'Analytical', 'devops', 'Cloud', 'Ventilation', 'Application security', 'Refrigeration', 'Operations']"
DO,Devops Engineer Required,,9.5-19 Lacs PA ,,"Implementing, maintaining, monitoring and supporting infrastr Designing procedures for ...","['Devops', 'SRB', 'Monitoring and analytics', 'Networking', 'Configuration management', 'Containers', 'Continous Integration', 'Continuous Integration servers']"
DO,DevOps Engineer - Cloud Azure,,Not disclosed ,,Perks and benefits . Work From Home opportunityDevOps Engineer: The role should be able...,"['Jenkins', 'Ci Cd Pipeline', 'Devops Tools', 'google Azure', 'Azure Devops', 'cloud', 'Ci / Cd Tools', 'GIT']"
DO,Devops Engineer,5-9 Yrs ,8-15 Lacs PA ,,Production experience in large environments using automation & configuration management...,"['Jenkins', 'Ansible', 'Devops', 'Kubernates', 'Ci Cd Pipeline', 'Docker', 'Continuous Delivery', 'Continuous Integration']"
DO,DevOps -Senior Engineer,,Not disclosed ,,Must be able to do cost\benefit analysis for solutions proposed . Good experience on pr...,"['Automation', 'Analytical', 'Configuration management', 'Agile', 'Perl', 'New product development', 'Release management', 'Software implementation']"
DO,DevOps Engineer - Mumbai,,Not disclosed ,,Have experience on configuration management tool Ansible / Puppet/Chef Work with the Pr...,"['DevOps', 'SAN', 'Azure', 'Automation', 'GitHub', 'Containers', 'Cloud Formation', 'DNS']"
DO,Devops Engineer,5-9 Yrs ,"50,000-70,000 PA ",,"Job Responsibilities:- Your primary responsibility would be the development, implementa...","['Aws Devops', 'Devops Tools', 'Cicd Pipeline', 'Code Versioning Tools', 'Docker', 'Kubernates', 'AWS', 'Tools']"
DO,Devops Engineer,,Not disclosed ,,Heres what you will do – Handling all DevOps activities Engage with development team...,"['Devops', 'Aws Devops', 'Ansible', 'Ci/Cd', 'terraform', 'AWS', 'Continuous Integration', 'Cd']"
DO,Devops Engineer,,Not disclosed ,,"Experience in implementing and configuring shift-left security practices and platforms,...","['Python Framework', 'Sonarqube', 'Kubernetes Deployment', 'Aws Certified', 'S3', 'Ci Cd Pipeline', 'Cloud Formation Aws', 'Sast']"
DO,Devops Engineer,5-9 Yrs ,6-10 Lacs PA ,,Bachelors degree in computer science or a related field Experience with CI / CD tools s...,"['Ci / Cd Tools', 'Aws Devops', 'Docker Container', 'Kubernetes', 'Terraform', 'Python', 'AWS', 'Cd']"
DO,Senior Software Engineer - Devops,,Not disclosed ,,Should have experience in developing declarative Jenkins pipe lines. Should have experi...,"['Computer science', 'Business process', 'Automation', 'Tomcat', 'github', 'GIT', 'CGI', 'JBoss']"
DB,Principal Database Administrator,,Not disclosed ,,,"['Smart scan', 'Query Optimization', 'Root Cause Analysis', 'Exadata', 'ZDLRA', 'ZFS', 'Sql Performance Tuning', 'Performance Tuning']"
DB,Principal DBA - Exadata,,Not disclosed ,,,"['C', 'cloud platform', 'Exadata', 'High Availability', 'python', 'Ilom', 'ZDLRA', 'Debugging']"
DB,Database Administrator(MongoDB),,Not disclosed ,,,"['Shell Scripting', 'MySQL', 'MongoDB', 'amazon rds', 'AWS', 'python', 'Administration', 'DBMS']"
DB,Mainframe DB2 DBA,,Not disclosed ,,,"['DB2 SQLs', 'Performance tuning', 'JCL', 'Coding', 'REXX', 'Database administration', 'Troubleshooting', 'SQL']"
DB,MongoDB Database Administrator-NoSQL Database Administration,,Not disclosed ,,,"['Cloud Technologies', 'RDBMS', 'MongoDB', 'Mongodb Administration', 'Nosql Database', 'Mongodb Database', 'DBMS', 'NoSQL']"
DB,Hiring MongoDB Database Administrator,,Not disclosed ,,,"['Mongodb Dba', 'Aws Cloud', 'Azure Cloud', 'Microsoft Azure', 'DBMS', 'MongoDB', 'Database administration', 'Cloud']"
DB,Database Operations Specialist - Oracle - Technology Lead,,Not disclosed ,,,"['Unix', 'Performance tuning', 'Linux', 'Data modeling', 'RDBMS', 'Application development', 'Windows', 'Oracle']"
DB,Db2 Database Administrator,,10-15 Lacs PA ,,,"['DB2 Database Admin', 'Database Administration', 'IBM DB2', 'Db Dba', 'DBMS', 'Db Db', 'Db', 'Administration']"
DB,Mongodb Database Administrator,,Not disclosed ,,,"['Ops', 'Mongodb Dba', 'Mongo Ops Manager', 'DBMS', 'MongoDB', 'Database administration', 'MongoDB Database', 'Management']"
DB,Microsoft SQL Server Database Administration Application Developer,,Not disclosed ,,,"['Database maintenance', 'SQL Server dba', 'management skills', 'ssis', 'database administration', 'application development', 'SQL', 'Database mirroring']"
DB,Mongodb Database Administrator,,15-27.5 Lacs PA ,,,"['Mongodb Dba', 'SQL Development with Performance Tuning', 'RDBMS', 'Data Lake', 'Data Modeling', 'Data Warehousing Concepts', 'SQL development', 'Concepts']"
DB,Principal Database Administrator,,Not disclosed ,,,"['Automation', 'NoSQL', 'Linux', 'SQL Tuning', 'Postgresql', 'MySQL', 'Cloud', 'MongoDB']"
DB,Db2/ ZOS DBA | Chennai & Bangalore,5-9 Yrs ,6-16 Lacs PA ,,,"['db2', 'dbms', 'Zos', 'Db Dba', 'Database administration']"
DB,Junior DBA,,Not disclosed ,,,"['Housekeeping', 'MS SQL', 'RDBMS', 'MySQL', 'query', 'Database administration', 'Database', 'Scheduling']"
DB,DB2 DBA,,Not disclosed ,,,"['Performance tuning', 'Disaster recovery planning', 'Payroll', 'Monitoring tools', 'Db2', 'Database design', 'Database Administrator', 'db2 dba']"
DB,DB2 DBA,,Not disclosed ,,,"['Unix', 'Administration management', 'Aix', 'Database administration', 'IBM DB2', 'db2 dba', 'DBMS', 'Db Dba']"
DB,AWS - IBM DB2 database Administrator,,Not disclosed ,,,"['Performance tuning', 'Redhat Linux', 'Linux', 'Db2', 'DB2 Database Administrator', 'Disaster recovery', 'Scheduling', 'Troubleshooting']"
DB,Db2 Luw Database Administrator,5-9 Yrs ,5-15 Lacs PA ,,,"['DB2 LUW', 'DB2 zOS', 'Zos', 'Luw', 'Administration', 'DBMS', 'Database administration']"
DB,Oracle retail DBA,,14-24 Lacs PA ,,,"['Oracle and MONGO Database', 'SQL Server', 'ASM storage migration', 'Storage', 'DBMS', 'Storage tanks', 'Oracle DBA', 'Oracle Retail']"
DB,MongoDB DBA,,Not disclosed ,,,"['Analytical skills', 'SAN', 'French', 'Linux', 'Shell scripting', 'Database', 'Database maintenance', 'MongoDB']"
DB,Senior Oracle Database Administrator/Lead DBA,,Not disclosed ,,,"['RAC', 'Oracle DBA', 'Performance Tuning', 'Dataguard', 'Exadata', 'Real Application Cluster', 'Golden Gate', 'RMAN']"
DB,Configuration Database & CI Management Cloud Services Engineer,,Not disclosed ,,,"['Service delivery', 'Automation', 'orchestration', 'Cloud Services', 'Leasing', 'SLAS', 'Inventory', 'CI Management']"
DB,Oracle Database Administration Application Tech Support Practitioner,,Not disclosed ,,,"['Postgresql', 'MySQL', 'MongoDB', 'Team building', 'Capacity planning', 'Oracle DBA', 'microsoft azure', 'Data warehousing']"
DB,Microsoft SQL Server Database Administration Application Tech,,Not disclosed ,,,"['Performance tuning', 'MySQL', 'Shell scripting', 'Open source', 'SyBase', 'MongoDB', 'DBMS', 'SQL Server dba']"
DB,Oracle Database Administration Application Tech Support Practitioner,,Not disclosed ,,,"['Postgresql', 'MySQL', 'MongoDB', 'Team building', 'Capacity planning', 'Oracle DBA', 'microsoft azure', 'Data warehousing']"
DB,Oracle Database Administration Operations Engineer,,Not disclosed ,,,"['Oracle Apps', 'Export import', 'Oracle DBA', 'Operations', 'RMAN', 'Oracle RDBMS', 'Cloud', 'Administration']"
DB,DBA,5-9 Yrs ,6.5-9.5 Lacs PA ,,,"['Database Administration', 'Powershell', 'Database Design', 'SQL DBA', 'RDBMS', 'SQL Server Administration', 'Windows Server', 'Backup']"
DB,Postgresql Database Administrator,,Not disclosed ,,,"['Database Administration', 'RDBMS', 'ITIL Process', 'DBMS', 'Postgresql Database Administration', 'Postgresql', 'Administration', 'ITIL']"
DB,Database Administrator - Mysql / Maria & Mongo,,Not disclosed ,,,"['Corporate', 'Manager Technology', 'Recruitment', 'management', 'mari', 'administration', 'mongodb', 'technology management']"
DB,Database Engineer - DBA,,Not disclosed ,,,"['Service management', 'Automation', 'GIT', 'query optimization', 'Postgresql', 'MySQL', 'Shell scripting', 'MongoDB']"
DB,Database Administrator,,Not disclosed ,,,"['Automation', 'Change management', 'Data modeling', 'RDBMS', 'MySQL', 'Schema', 'Animation', 'Monitoring']"
DB,Mysql & Mongo Dba,,Not disclosed ,,,"['Performance tuning', 'Database design', 'MySQL', 'query', 'Database administration', 'Troubleshooting', 'Monitoring', 'performance']"
DB,Database Administrator,,Not disclosed ,,,"['Sql Statements', 'Nosql', 'Mysql Database Administrator', 'Postgresql', 'Mongodb', 'Mysql Database Management', 'administration', 'dbms']"
