profile,tech_stack,tobeclusteredcolumn
DB,"[NoSQL, Couchbase, MongoDB, Dba Skills, Database administration]","DB [NoSQL, Couchbase, MongoDB, Dba Skills, Database administration]"
DB,"[Performance tuning, Performance management, RDBMS, Database design, Postgresql, MySQL, Data structures, Stored procedures]","DB [Performance tuning, Performance management, RDBMS, Database design, Postgresql, MySQL, Data structures, Stored procedures]"
DB,"[Performance tuning, Log shipping, query optimization, PHP, ITIL process, Troubleshooting, SLA management, Performance monitoring]","DB [Performance tuning, Log shipping, query optimization, PHP, ITIL process, Troubleshooting, SLA management, Performance monitoring]"
DB,"[Query Optimization, SQL Tuning, Database Migration, Performance Tuning, MySQL Database Administration, DBMS, Optimization, MySQL]","DB [Query Optimization, SQL Tuning, Database Migration, Performance Tuning, MySQL Database Administration, DBMS, Optimization, MySQL]"
DB,"[Linux, MYSQL Database Administrator, MySQL, Mysql Database, MySQL Database Administration, SQL database, Administration, DBMS]","DB [Linux, MYSQL Database Administrator, MySQL, Mysql Database, MySQL Database Administration, SQL database, Administration, DBMS]"
DB,"[SQL Server, DBA, SQL Database Administrator, SQL Server 2019, SSRS, SQL Server 2005, Data Modeling, Performance Tuning]","DB [SQL Server, DBA, SQL Database Administrator, SQL Server 2019, SSRS, SQL Server 2005, Data Modeling, Performance Tuning]"
DB,"[Patch management, Engineer II, Performance tuning, Linux, Oracle DBA, Maintenance Manager, Monitoring, System Administrator]","DB [Patch management, Engineer II, Performance tuning, Linux, Oracle DBA, Maintenance Manager, Monitoring, System Administrator]"
DB,"[Performance tuning, Log shipping, MS SQL, Powershell, server automation, Database administration, Troubleshooting, Scripting]","DB [Performance tuning, Log shipping, MS SQL, Powershell, server automation, Database administration, Troubleshooting, Scripting]"
DB,"[T-SQL, Log shipping, Sql Server 2008, MS SQL, Database administration, Database, microsoft, Troubleshooting]","DB [T-SQL, Log shipping, Sql Server 2008, MS SQL, Database administration, Database, microsoft, Troubleshooting]"
DB,"[inspection coordinator, Manager Quality Assurance, Renewable energy, Inspection, Project procurement, Manufacturing operations, Supplier quality, Quality system implementation]","DB [inspection coordinator, Manager Quality Assurance, Renewable energy, Inspection, Project procurement, Manufacturing operations, Supplier quality, Quality system implementation]"
DB,"[IT services, SAN, SOC, Postgresql, Integration testing, Database administration, Troubleshooting, CRM]","DB [IT services, SAN, SOC, Postgresql, Integration testing, Database administration, Troubleshooting, CRM]"
DB,"[SSRS, Debugging, Back office, Stored procedures, SSIS, microsoft, Information technology, Software services]","DB [SSRS, Debugging, Back office, Stored procedures, SSIS, microsoft, Information technology, Software services]"
DB,"[Mysql Database, MySQL, MySQL Database Administration, SQL database, Administration, DBMS, Database administration]","DB [Mysql Database, MySQL, MySQL Database Administration, SQL database, Administration, DBMS, Database administration]"
DB,"[MySQL Database Admin, MySQL, Mysql Database, DBMS, Administration, SQL database]","DB [MySQL Database Admin, MySQL, Mysql Database, DBMS, Administration, SQL database]"
DB,"[Performance tuning, Automation, Application support, Database administration, Database, Workflow, Sybase ASE, Management]","DB [Performance tuning, Automation, Application support, Database administration, Database, Workflow, Sybase ASE, Management]"
DB,"[Performance tuning, Administration, Linux, Database, Hardware, Windows, Informix, Oracle]","DB [Performance tuning, Administration, Linux, Database, Hardware, Windows, Informix, Oracle]"
DB,"[Performance tuning, MySQL database administration, vertica, Postgresql, MySQL, Database administration, Database Administrator, Performance]","DB [Performance tuning, MySQL database administration, vertica, Postgresql, MySQL, Database administration, Database Administrator, Performance]"
DB,"[Database Administration, database design, information management, data governance, troubleshooting, DBMS, Healthcare, Data]","DB [Database Administration, database design, information management, data governance, troubleshooting, DBMS, Healthcare, Data]"
DB,"[Performance tuning, Data modeling, Coding, Postgresql, Active directory, Windows, Oracle, SSIS]","DB [Performance tuning, Data modeling, Coding, Postgresql, Active directory, Windows, Oracle, SSIS]"
DB,"[Cloud, Oracle DBA, Database Administration, DBMS, Oracle, Administration]","DB [Cloud, Oracle DBA, Database Administration, DBMS, Oracle, Administration]"
DB,"[MySQL Database Administration, Shell Scripting, Postgresql, Oracle DBA, Load Balancing, Clustering, Apache, SQL DBA]","DB [MySQL Database Administration, Shell Scripting, Postgresql, Oracle DBA, Load Balancing, Clustering, Apache, SQL DBA]"
DB,"[Unix, Patch management, Performance tuning, Linux, Storage management, Oracle DBA, Oracle, Troubleshooting]","DB [Unix, Patch management, Performance tuning, Linux, Storage management, Oracle DBA, Oracle, Troubleshooting]"
DB,"[T-SQL, MS SQL, NoSQL, Database, Oracle DBA, PLSQL, SQL Server dba, bash scripting]","DB [T-SQL, MS SQL, NoSQL, Database, Oracle DBA, PLSQL, SQL Server dba, bash scripting]"
DB,"[Rac, Oracle, Administration, DBMS, Oracle database, Oracle DBA]","DB [Rac, Oracle, Administration, DBMS, Oracle database, Oracle DBA]"
DB,"[Computer science, Performance tuning, Focus, Manager Technology, Database, Oracle DBA, Customer service, Management]","DB [Computer science, Performance tuning, Focus, Manager Technology, Database, Oracle DBA, Customer service, Management]"
DB,"[RAC, Dataguard, Oracle DBA, RMAN, Administration, Oracle database, DBMS, Database administration]","DB [RAC, Dataguard, Oracle DBA, RMAN, Administration, Oracle database, DBMS, Database administration]"
DB,"[Oracle database, SAN, Oracle Apps, French, Weblogic, Oracle DBA, Database Administrator, Apps DBA]","DB [Oracle database, SAN, Oracle Apps, French, Weblogic, Oracle DBA, Database Administrator, Apps DBA]"
DB,"[RAC, Oracle DBA, Oracle RAC, Dataguard, Rac Database, Upgradation, Installation, Database Migration]","DB [RAC, Oracle DBA, Oracle RAC, Dataguard, Rac Database, Upgradation, Installation, Database Migration]"
DB,"[Application design, Network administration, Team management, development testing, Database design, Oracle DBA, Database maintenance, System administration]","DB [Application design, Network administration, Team management, development testing, Database design, Oracle DBA, Database maintenance, System administration]"
DB,"[Oracle database, Unix, Performance tuning, MS SQL, Database management, Db2, Shell scripting, Oracle DBA]","DB [Oracle database, Unix, Performance tuning, MS SQL, Database management, Db2, Shell scripting, Oracle DBA]"
DB,"[Unix, Aix, Linux, RAC, Shell scripting, Database administration, Oracle RAC, Oracle]","DB [Unix, Aix, Linux, RAC, Shell scripting, Database administration, Oracle RAC, Oracle]"
DB,"[Oracle DBA, Dataguard, RAC, Oracle DBA Admin, ASM, Administration, DBMS, Oracle database]","DB [Oracle DBA, Dataguard, RAC, Oracle DBA Admin, ASM, Administration, DBMS, Oracle database]"
DB,"[Oracle DBA, Oracle Apps Dba, Automation, Oracle SQL, Oracle Database, Shell Scripting, Performance Tuning, Upgrade]","DB [Oracle DBA, Oracle Apps Dba, Automation, Oracle SQL, Oracle Database, Shell Scripting, Performance Tuning, Upgrade]"
DB,"[rac, Oracle dba, asm, rman, Oracle, Oracle database, Administration, DBMS]","DB [rac, Oracle dba, asm, rman, Oracle, Oracle database, Administration, DBMS]"
DB,"[RAC, Oracle DBA, Dataguard, RMAN, Oracle, Oracle database, Administration, DBMS]","DB [RAC, Oracle DBA, Dataguard, RMAN, Oracle, Oracle database, Administration, DBMS]"
DB,"[Linux Administration, Shell Scripting, Oracle DBA, Oracle RAC, RHEL, DBMS, Database administration, Scripting]","DB [Linux Administration, Shell Scripting, Oracle DBA, Oracle RAC, RHEL, DBMS, Database administration, Scripting]"
DB,"[Backup and recovery, ORACLE DBA, RMAN, ORACLE RAC, Performance tuning, Troubleshooting, User management, Database upgradation]","DB [Backup and recovery, ORACLE DBA, RMAN, ORACLE RAC, Performance tuning, Troubleshooting, User management, Database upgradation]"
DB,"[RAC, Dataguard, Golden Gate, Performance Tuning, RMAN, Performance, Oracle database, DBMS]","DB [RAC, Dataguard, Golden Gate, Performance Tuning, RMAN, Performance, Oracle database, DBMS]"
DB,"[Oracle DBA, unix linux, Oracle RAC, Oracle 10G, Oracle, Linux, Administration, DBMS]","DB [Oracle DBA, unix linux, Oracle RAC, Oracle 10G, Oracle, Linux, Administration, DBMS]"
DB,"[Computer science, Backend, Front end, Coding, Database design, Database management, database security, Oracle DBA]","DB [Computer science, Backend, Front end, Coding, Database design, Database management, database security, Oracle DBA]"
DB,"[Oracle database administration, snowflake, database management, SAP Hana, db2, PostgreSQL, MySQL, Oracle Data Guard]","DB [Oracle database administration, snowflake, database management, SAP Hana, db2, PostgreSQL, MySQL, Oracle Data Guard]"
DB,"[Database architecture, Oracle database, Administration, Analytical, Disaster recovery, Shell scripting, Oracle DBA, Stored procedures]","DB [Database architecture, Oracle database, Administration, Analytical, Disaster recovery, Shell scripting, Oracle DBA, Stored procedures]"
DB,"[rac, Oracle dba, asm, rman, Administration, Oracle database, DBMS, Assembly]","DB [rac, Oracle dba, asm, rman, Administration, Oracle database, DBMS, Assembly]"
DB,"[Unix, Oracle Apps, SOA, Production support, Hyperion, Database administration, Agile, Oracle DBA]","DB [Unix, Oracle Apps, SOA, Production support, Hyperion, Database administration, Agile, Oracle DBA]"
DB,"[Unix, Performance tuning, Mac OS X, Linux, RAC, Database administration, Oracle DBA, Business Executive]","DB [Unix, Performance tuning, Mac OS X, Linux, RAC, Database administration, Oracle DBA, Business Executive]"
DB,"[Performance tuning, Security management, Database design, Management systems, Database, data integrity, Management, Oracle]","DB [Performance tuning, Security management, Database design, Management systems, Database, data integrity, Management, Oracle]"
DB,"[Unix, AIX, Linux, Shell scripting, Grid, Database administration, Oracle RAC, Oracle]","DB [Unix, AIX, Linux, Shell scripting, Grid, Database administration, Oracle RAC, Oracle]"
DB,"[security management, database design, development, performance tuning, operating system, service, ORACLE DATABASE ADMINISTRATOR, tools]","DB [security management, database design, development, performance tuning, operating system, service, ORACLE DATABASE ADMINISTRATOR, tools]"
DB,"[IT services, SAN, PDF, SOC, Disaster recovery, Database administration, SMS, Archiving]","DB [IT services, SAN, PDF, SOC, Disaster recovery, Database administration, SMS, Archiving]"
DB,"[Consulting, Oracle DBA, Data structures, Application development, DBMS, Oracle, Troubleshooting, Business solutions]","DB [Consulting, Oracle DBA, Data structures, Application development, DBMS, Oracle, Troubleshooting, Business solutions]"
DB,"[Computer science, Oracle database, Coding, Database design, database security, Debugging, Database, Programming]","DB [Computer science, Oracle database, Coding, Database design, database security, Debugging, Database, Programming]"
DB,"[Oracle database, Training, database security, Debugging, Oracle DBA, DBMS, Security, Database administration]","DB [Oracle database, Training, database security, Debugging, Oracle DBA, DBMS, Security, Database administration]"
DB,"[Performance tuning, Production support, Coding, Database design, Oracle DBA, Application development, Oracle, Troubleshooting]","DB [Performance tuning, Production support, Coding, Database design, Oracle DBA, Application development, Oracle, Troubleshooting]"
